x0,x1,y,x2,x3
A9,A107,0.01,0.01,0.0
A1,A58,0.0,0.0,0.17
A3,,0.23,0.24,0.0
A5,A16,1.29,1.27,0.06
A10,A7,0.73,0.1,2.35
A4,A34,0.12,0.09,0.0
A0,A27,0.1,0.14,0.02
A8,A51,0.03,0.01,0.0
,A32,4.15,1.92,0.06
A11,A27,0.38,0.86,0.0
A6,A3,0.32,0.43,0.0
A7,A54,0.25,0.17,0.22
A3,A15,0.17,0.0,0.0
A0,A25,0.05,0.02,0.0
A4,A59,0.1,0.0,0.0
A8,A3,0.0,1.13,0.0
A1,A27,0.14,0.11,0.0
A7,A6,0.09,0.02,0.0
A4,A16,0.0,0.25,0.0
A5,,0.0,0.0,0.03
A2,A10,0.1,0.03,0.0
A6,A58,0.08,0.07,0.0
A0,A7,2.49,0.98,1.57
A4,A51,0.08,0.02,0.0
A5,A61,0.0,0.0,0.02
A1,A153,0.0,0.0,0.02
A5,A14,0.0,0.0,0.02
A10,A27,0.51,0.0,0.0
A8,A90,2.79,1.89,0.0
A5,A154,0.05,0.02,0.0
A9,A64,0.05,0.01,0.0
A11,A94,0.13,0.0,0.04
A6,A16,0.33,0.22,0.0
A4,A3,0.62,0.2,0.0
A10,A33,0.02,0.01,0.07
A11,A64,0.08,0.03,0.0
A10,A64,0.1,0.03,0.0
A0,A7,6.16,3.4,1.2
A10,A14,0.0,0.0,0.42
A10,A25,0.11,0.05,0.0
A6,A25,0.03,0.02,0.0
A4,A16,0.05,0.04,0.17
A8,A3,0.04,0.19,0.0
A10,A16,0.36,0.01,0.0
A6,A37,1.86,1.02,0.0
A1,A28,0.0,0.0,0.02
A7,A155,0.12,0.03,0.0
A6,A61,0.0,0.0,0.03
A2,A7,4.12,1.77,0.87
A11,A3,0.0,0.02,0.0
A1,A14,0.1,0.0,0.0
A10,A27,0.07,0.06,0.0
A7,A156,0.11,0.01,0.03
A6,A90,0.1,0.08,0.0
A5,A157,0.0,0.0,0.07
A4,A89,0.06,0.0,0.0
A9,A158,0.04,0.01,0.0
A11,A159,0.15,0.09,0.0
A0,A141,0.0,0.03,0.0
A11,A14,0.0,0.0,0.1
A2,A108,0.0,0.0,0.06
A1,A15,0.1,0.04,0.0
A10,A25,0.1,0.0,0.0
A2,A27,0.78,0.26,0.0
A7,A14,0.0,0.0,0.34
A10,A27,0.78,0.01,0.0
A10,A27,0.04,0.13,0.0
A4,,0.11,0.0,0.0
A8,A7,0.22,0.03,0.08
A8,A160,0.0,0.0,0.58
A7,,0.07,0.14,0.0
A5,A161,0.0,0.0,0.02
A4,A3,0.08,0.0,0.0
A11,A14,0.18,0.21,0.07
A0,A34,0.54,0.49,0.01
A6,A3,0.15,0.04,0.0
A11,A25,4.99,3.69,0.38
A0,A56,0.02,0.01,0.05
A9,A46,0.03,0.0,0.0
A10,A27,0.37,0.25,0.0
A6,A14,0.48,0.36,0.02
A6,A27,0.04,0.01,0.0
A6,A3,0.46,0.62,0.06
A6,A33,0.39,0.15,0.0
A6,A25,0.01,0.0,0.0
A0,A33,0.0,0.01,0.0
A10,A25,0.11,0.04,0.0
A1,A16,0.0,0.0,0.04
A6,A3,0.34,0.17,0.0
A6,A90,0.83,0.28,0.0
A3,A3,0.18,0.0,0.0
A3,A53,0.01,0.04,0.0
A6,A14,0.0,0.0,0.06
A6,A162,0.0,0.05,0.0
A2,A16,0.41,0.28,0.0
A3,A9,0.0,0.0,0.04
A2,A135,0.07,0.04,0.0
A7,A34,0.0,0.0,0.13
A9,A2,0.02,0.01,0.0
A4,A3,0.05,0.0,0.0
A4,A7,0.31,0.03,0.0
A6,A24,0.04,0.0,0.0
A5,A163,0.21,0.0,0.0
A5,A154,0.07,0.01,0.0
A2,A158,0.02,0.01,0.0
A10,A51,0.09,0.05,0.0
A10,A25,0.08,0.0,0.0
A1,A34,0.0,0.0,0.1
A6,A56,0.19,0.1,0.11
A10,A15,0.16,0.11,0.0
A10,A24,0.07,0.0,0.0
A8,A164,0.0,0.01,0.0
A10,A165,0.01,0.09,0.0
A0,A7,0.0,0.0,0.28
A6,A6,0.01,0.05,0.06
A5,A61,0.0,0.0,0.04
A4,A14,0.0,0.0,0.08
A11,A25,0.82,0.47,0.0
A10,A15,0.0,0.02,0.0
A6,A14,0.14,0.03,0.0
A3,A27,0.67,0.03,0.0
A1,A55,0.05,0.0,0.18
A1,A16,3.64,1.2,1.49
A5,A166,0.0,0.0,0.1
A5,A83,0.03,0.0,0.0
A6,A56,0.03,0.01,0.04
A10,A14,0.0,0.0,0.28
A8,A7,0.13,0.03,0.0
A10,A25,0.15,0.05,0.0
A10,A27,0.12,0.03,0.0
A1,A58,0.11,0.02,0.05
A6,A56,0.12,0.03,0.0
A9,A120,0.06,0.16,0.0
A3,A167,0.0,0.0,0.01
A11,A80,0.34,0.23,0.0
A10,A27,0.0,0.14,0.0
A6,A7,0.26,0.1,0.0
A9,A51,0.05,0.02,0.0
A6,A104,0.01,0.01,0.0
A4,A14,0.14,0.05,0.0
A6,A25,0.27,0.02,0.0
A10,A56,0.0,0.0,0.03
A3,A168,0.04,0.03,0.0
A11,A14,0.0,0.0,0.28
A5,A0,0.06,0.0,0.0
A5,A34,0.0,0.0,0.02
A6,A3,0.05,0.02,0.0
A1,A14,0.0,0.0,0.01
A11,A25,0.31,0.08,0.0
A6,A25,0.6,0.04,0.0
A9,A43,0.0,0.0,0.81
A1,A120,0.15,0.0,0.07
A10,A27,0.48,0.13,0.0
A7,A14,0.0,0.0,0.41
A3,A3,0.11,0.02,0.0
A11,A169,0.05,0.01,0.0
A4,A170,0.07,0.0,0.0
A5,A3,0.2,0.0,0.0
A10,A16,0.11,0.0,0.0
A10,A27,0.7,0.2,0.0
A4,A171,0.04,0.11,0.0
A6,A14,0.0,0.0,0.01
A10,A34,0.0,0.0,0.23
A11,A20,0.09,0.02,0.0
A3,A56,0.0,0.0,0.03
A6,A16,2.32,0.04,0.04
A10,A16,0.2,0.0,0.0
A10,A20,0.09,0.01,0.0
A7,A10,0.67,0.01,0.0
A0,A16,0.64,1.24,0.01
A3,A27,0.01,0.02,0.0
A1,A116,0.09,0.0,0.04
A11,A25,0.48,0.17,0.0
A1,A7,0.1,0.04,0.06
A4,A34,0.0,0.0,0.06
A6,A14,0.0,0.0,0.04
A4,A15,0.02,0.01,0.0
A11,A7,0.16,0.1,0.07
A3,A33,0.09,0.0,0.0
A1,A34,0.05,0.04,0.0
A1,A108,0.23,0.06,0.16
A10,A27,0.18,0.12,0.0
A2,A14,0.68,0.46,0.79
A11,A58,0.06,0.01,0.01
A1,A14,0.0,0.0,0.17
A8,A56,0.0,0.0,0.13
A5,A172,0.0,0.02,0.0
A3,A3,0.51,0.4,0.0
A10,A51,0.06,0.0,0.0
A1,,0.12,0.05,0.2
A11,A108,0.13,0.04,0.0
A6,A56,0.05,0.04,0.0
A9,A20,0.02,0.0,0.0
A7,A25,0.1,0.03,0.0
A5,A26,0.57,0.35,0.02
A6,A25,0.11,0.01,0.0
A6,A6,0.01,0.0,0.0
A0,A173,0.0,0.02,0.0
A5,A15,0.1,0.0,0.0
A6,A53,0.06,0.11,0.0
A3,A57,2.06,0.56,0.38
A4,A174,0.0,0.0,0.05
A6,A56,0.04,0.01,0.04
A11,A25,0.0,0.05,0.0
A6,A37,0.1,0.04,0.0
A11,A3,0.07,0.02,0.0
A6,A58,0.45,0.94,0.06
A1,A58,0.39,0.02,0.13
A3,A33,0.06,0.0,0.0
A2,A25,0.26,0.01,0.0
A1,A111,0.0,0.0,0.09
A2,A33,0.15,0.04,0.0
A4,A91,0.04,0.01,0.0
A2,A27,0.46,0.31,0.0
A7,A0,0.13,0.0,0.02
A4,A175,0.0,0.0,0.02
A2,A3,0.09,0.04,0.0
A6,A176,0.07,0.01,0.0
A3,A25,0.35,0.07,0.0
A3,A32,0.0,0.04,0.0
A10,A3,0.02,0.06,0.0
A0,A27,0.09,0.03,0.0
A6,A27,0.44,0.38,0.0
A5,A13,0.04,0.01,0.0
A10,A15,0.03,0.03,0.0
A7,A64,0.1,0.07,0.0
A5,A3,0.0,0.03,0.0
A5,A5,0.0,0.0,0.03
A6,A14,0.1,0.11,0.0
A10,A15,0.0,0.0,0.56
A11,A0,0.06,0.0,0.0
A1,A94,0.0,0.0,0.03
A9,A26,0.01,0.02,0.0
A6,A37,1.07,1.05,0.0
A6,A55,0.13,0.02,0.04
A5,A15,0.0,0.0,0.08
A9,A7,0.87,1.06,0.73
A1,A77,5.03,2.86,0.1
A11,A15,0.0,0.0,1.2
A10,A51,0.36,0.35,0.0
A5,A177,0.0,0.0,0.05
A7,A28,0.0,0.0,0.02
A3,A137,0.07,0.05,0.13
A6,A3,0.2,0.07,0.0
A4,A25,2.11,1.01,0.01
A4,A25,0.04,0.0,0.0
A7,A160,0.0,0.0,0.01
A7,A45,0.0,0.0,0.05
A1,A120,0.07,0.0,0.03
A6,A61,0.0,0.0,0.02
A11,A34,0.29,0.08,0.0
A10,A22,0.0,0.0,1.06
A6,A25,0.08,0.0,0.0
A9,A72,0.07,0.01,0.0
A6,A25,0.2,0.15,0.0
A6,A56,0.0,0.0,0.05
A10,A178,0.02,0.01,0.0
A9,A179,0.56,0.38,0.0
A1,,0.0,0.0,0.04
A10,A94,0.17,0.0,0.0
A11,A90,0.0,0.01,0.0
A6,A15,0.02,0.07,0.0
A8,A77,0.06,0.04,0.0
A4,A27,0.2,0.02,0.0
A1,A180,0.01,0.0,0.0
A8,A7,0.47,0.17,0.0
A3,A14,0.09,0.04,0.24
A2,A181,0.05,0.03,0.0
A1,A14,0.0,0.0,0.06
A4,A3,0.2,0.1,0.0
A8,A14,0.0,0.0,0.2
A10,A182,0.0,0.0,0.2
A4,A24,0.13,0.05,0.0
A7,A24,0.21,0.06,0.0
A4,A16,0.26,0.2,0.0
A5,A183,0.0,0.0,0.01
A6,A15,0.02,0.01,0.0
A6,A16,0.0,0.06,0.0
A6,A25,0.11,0.01,0.0
A6,A14,0.08,0.06,0.0
A6,A87,0.17,0.11,0.0
A3,A107,0.01,0.0,0.0
A5,A16,0.21,0.16,0.0
A8,A59,0.09,0.0,0.0
A1,A90,0.0,0.01,0.0
A8,A33,0.11,0.0,0.0
A4,A3,0.06,0.0,0.0
A11,A90,0.21,0.17,0.0
A10,A34,0.0,0.0,0.26
A4,A20,0.54,0.0,0.0
A10,A24,0.25,0.09,0.0
A4,A41,0.01,0.01,0.0
A9,A94,0.03,0.0,0.0
A1,A3,0.14,0.09,0.0
A7,A156,0.0,0.0,0.01
A0,A7,0.63,0.06,1.03
A6,A3,0.0,0.03,0.0
A10,A27,0.11,0.03,0.0
A11,A20,0.09,0.14,0.0
A11,A36,0.17,0.13,0.0
A10,A10,0.81,0.63,0.0
A0,A184,0.17,0.13,0.0
A4,A4,0.25,0.0,0.0
A6,A25,0.2,0.08,0.0
A10,A24,0.2,0.01,0.0
A10,A27,1.35,0.05,0.0
A2,A93,0.1,0.07,0.0
,A70,0.0,0.0,0.02
A10,A34,1.89,1.99,0.22
A11,A185,1.18,0.08,0.0
A1,A25,0.33,0.0,0.0
A4,A16,0.13,0.06,0.0
A3,A15,1.04,0.81,0.0
A4,A186,0.0,0.0,0.15
A2,A187,0.0,0.0,0.03
A6,A14,0.03,0.0,0.62
A3,A27,0.0,0.0,0.18
A5,A188,0.09,0.0,0.0
A9,A97,0.06,0.0,0.0
A11,A168,0.05,0.03,0.0
A10,A56,0.0,0.0,0.03
A11,A51,0.1,0.12,0.0
A5,A61,0.0,0.0,0.03
A9,,0.01,0.0,0.0
A10,A56,0.0,0.05,0.0
A10,A10,0.15,0.04,0.0
A6,A189,0.46,0.21,0.01
A6,A111,0.0,0.0,0.02
A10,A27,0.38,0.12,0.0
A6,A3,0.36,0.45,0.0
A6,A27,0.05,0.01,0.0
A3,A20,0.07,0.0,0.0
A5,A70,0.0,0.0,0.02
A6,,0.34,0.09,0.02
A9,A37,1.71,0.32,0.02
A10,A46,0.12,0.0,0.0
A5,A3,0.06,0.0,0.0
A1,A119,0.0,0.0,0.06
A10,A13,0.36,0.28,0.0
A10,A15,0.01,0.01,0.0
A6,A27,0.19,0.12,0.0
A6,A27,0.94,0.62,0.1
A3,A59,0.08,0.03,0.0
A3,A33,0.22,0.0,0.0
,,0.28,0.0,0.0
A11,A27,0.07,0.05,0.0
A5,A43,0.0,0.0,0.01
A2,A56,0.0,0.0,0.14
A6,A6,0.25,0.19,2.78
A0,A25,0.25,0.01,0.0
A5,A144,0.0,0.0,0.05
A2,A20,0.0,0.04,0.0
A3,A56,0.01,0.01,0.0
A5,A15,0.1,0.0,0.0
A1,A7,0.0,0.0,0.04
A6,A77,0.0,0.01,0.0
A4,A133,0.0,0.08,0.0
,A3,0.28,0.12,0.0
A7,A143,0.15,0.11,0.05
A8,A160,0.0,0.0,0.18
A4,A3,0.11,0.01,0.0
A6,A90,0.21,0.14,0.0
A10,A15,0.1,0.08,0.0
A2,A190,0.1,0.08,0.0
A6,A37,2.03,1.03,0.0
A10,,0.07,0.05,0.0
A11,A3,0.04,0.01,0.0
A5,,0.0,0.0,0.01
A1,A24,0.19,0.06,0.0
A3,A7,0.4,0.36,0.13
A4,A15,0.32,0.12,0.0
A2,A13,0.0,0.02,0.0
A2,A49,0.06,0.02,0.0
A6,A3,0.05,0.01,0.0
A11,A25,0.03,0.0,0.0
A0,A33,0.08,0.0,0.0
A9,A107,0.09,0.0,0.0
A11,A156,0.0,0.0,0.01
A6,A41,0.17,0.0,0.0
A6,A51,0.04,0.03,0.0
A6,A133,0.0,0.02,0.0
A4,A14,0.0,0.0,0.04
A10,A33,0.47,0.32,0.0
A5,A31,0.0,0.0,0.07
A0,A15,0.0,0.0,0.36
A5,A32,0.38,0.16,0.0
A6,A59,0.08,0.03,0.0
A6,A14,0.0,0.0,0.07
A1,A58,0.29,0.25,0.06
A0,A142,1.57,1.79,0.0
A7,A36,0.08,0.06,0.0
A2,A193,0.02,0.01,0.0
A6,A34,0.09,0.07,0.02
A5,A70,0.0,0.0,0.02
A5,A15,0.31,0.01,0.03
A10,A15,0.04,0.03,0.1
A11,A37,0.17,0.15,0.0
A10,A34,0.26,0.21,0.0
A3,A27,0.01,0.01,0.0
A0,A15,0.6,0.22,0.05
A2,A108,0.12,0.04,0.0
A6,A156,0.16,0.0,0.0
A6,A25,0.01,0.01,0.0
A3,A15,0.21,0.08,0.09
A7,A14,0.0,0.0,0.27
A5,A194,0.0,0.0,0.01
A11,A51,0.0,0.02,0.0
A10,A16,0.18,0.0,0.0
A1,A130,0.0,0.0,0.06
A4,A195,0.0,0.0,0.02
A1,A7,0.22,0.21,1.35
A6,A37,0.06,0.04,0.0
A6,A27,0.04,0.01,0.0
A6,A60,3.66,1.63,0.0
A10,A100,0.23,0.0,0.0
A1,A7,0.08,0.03,0.17
A6,A33,0.12,0.1,0.0
A11,A35,0.16,0.05,0.0
A2,A27,0.12,0.09,0.0
A2,A25,0.06,0.05,0.0
A1,A141,0.1,0.0,0.16
A4,A15,0.0,0.0,0.32
A10,A27,0.23,0.08,0.0
A10,A25,0.13,0.04,0.0
A2,A129,0.03,0.0,0.0
A10,A15,0.01,0.26,0.22
A11,A17,0.07,0.05,0.0
A7,A20,0.09,0.0,0.0
A5,A94,0.08,0.0,0.0
A3,A41,0.0,0.0,0.03
A5,A164,0.05,0.15,0.0
A6,A16,0.0,0.0,0.24
A6,A17,0.0,0.04,0.0
A11,A152,0.0,0.0,0.03
A4,A51,0.14,0.16,0.0
A1,A51,0.13,0.02,0.0
A11,A196,0.05,0.02,0.0
A1,A197,0.0,0.0,0.09
A5,A14,0.0,0.0,0.06
A4,A193,0.0,0.69,0.0
A4,A198,0.07,0.0,0.0
A6,A15,0.27,0.01,0.09
A4,A0,0.02,0.01,0.0
A10,A15,0.05,0.01,0.0
A5,A25,0.06,0.04,0.0
A3,A16,0.49,0.39,0.0
A10,A34,0.13,0.04,0.0
A7,A14,0.0,0.0,0.2
A4,A56,0.0,0.0,0.04
A2,A33,0.29,0.23,0.0
A6,A51,0.04,0.03,0.0
A7,A27,0.45,0.51,0.0
A0,A46,0.17,0.04,0.0
A11,A25,0.09,0.07,0.0
A6,A41,0.11,0.0,0.0
A1,A43,0.0,0.0,0.01
A10,A16,0.18,0.0,0.0
A4,A199,0.14,0.0,0.0
A6,A56,0.02,0.01,0.04
A2,A13,0.03,0.01,0.0
A4,A33,0.04,0.05,0.0
A8,A73,0.01,0.01,0.0
A5,A69,0.02,0.0,0.0
A6,A25,0.05,0.04,0.0
A1,A55,0.0,0.0,0.04
A6,A34,0.02,0.01,0.0
A6,A91,0.0,0.03,0.0
A6,A25,0.02,0.03,0.0
A9,A200,0.0,0.02,0.0
A2,A77,0.04,0.01,0.0
A1,A58,0.23,0.18,0.09
A11,A14,0.11,0.08,0.0
A2,A59,0.04,0.02,0.0
A3,A3,0.0,0.32,0.0
A2,A27,1.68,0.31,0.02
A3,A201,0.08,0.06,0.0
A10,A7,1.22,0.28,2.46
A5,A202,0.0,0.0,0.03
A6,A36,0.08,0.0,0.0
A1,A120,0.01,0.0,0.0
A6,A16,0.06,0.05,0.02
A6,A27,0.2,0.19,0.0
A10,A15,0.0,0.0,0.22
A5,A154,0.03,0.0,0.0
A4,A25,0.14,0.0,0.0
A10,A27,0.54,0.0,0.01
A11,A25,0.33,0.35,0.0
A4,A15,1.16,0.91,0.0
A10,A34,0.1,0.08,0.0
A7,A24,0.96,0.12,0.54
A1,A34,0.03,0.0,0.12
A3,A3,0.35,0.22,0.0
A1,A7,0.0,0.0,0.26
A2,A59,0.09,0.0,0.0
A4,A41,0.0,0.0,0.06
A3,A120,0.6,0.09,0.02
A10,,0.07,0.05,0.0
A7,A104,0.21,0.08,0.04
A11,A80,0.15,0.1,0.0
A1,A27,0.16,0.06,0.0
A7,A34,0.0,0.0,0.08
A10,A51,0.21,0.27,0.0
A5,A203,0.0,0.0,0.11
A6,A131,0.03,0.0,0.0
A11,A204,0.03,0.0,0.0
A6,A7,0.09,0.0,0.13
A9,A15,0.01,0.0,0.0
A8,A14,0.0,0.0,0.36
A4,A205,0.14,0.04,0.0
A3,A3,0.05,0.0,0.0
A10,A24,0.33,0.0,0.0
A5,A15,0.0,0.0,0.09
A8,A159,0.12,0.0,0.0
A6,A61,0.0,0.0,0.03
A9,,0.1,0.02,0.0
A7,A34,0.0,0.0,0.05
A2,A199,0.06,0.4,0.0
A4,A25,0.11,0.0,0.0
A4,A91,0.01,0.01,0.0
A8,A160,0.0,0.0,0.5
A2,A25,0.29,0.16,0.0
A10,A27,0.06,0.13,0.0
A10,A56,0.0,0.0,0.05
A5,A95,0.0,0.02,0.0
A11,A27,0.87,0.38,0.02
A11,A70,0.0,0.0,0.02
A6,A14,0.12,0.09,0.0
A6,A33,0.28,0.0,0.0
A4,A46,0.05,0.02,0.0
A10,A27,0.59,2.36,0.04
A3,A150,0.0,0.01,0.0
A10,A34,0.11,0.03,0.0
A4,A33,0.89,0.04,0.0
A10,A27,0.22,0.12,0.0
A10,A27,0.88,0.0,0.0
A10,A181,1.65,0.46,0.1
A1,A177,0.0,0.0,0.23
A11,A17,0.09,0.07,0.0
A11,A134,0.04,0.0,0.0
A10,A51,0.19,0.01,0.0
A8,A56,0.04,0.03,0.0
A2,A34,0.73,0.42,0.0
A5,A14,0.0,0.0,0.08
A5,A15,0.01,0.0,0.0
A7,A27,0.15,0.02,0.0
A7,A120,0.07,0.01,0.0
A1,A143,0.15,0.04,0.0
A8,A34,0.0,0.0,0.02
A3,A17,0.0,0.02,0.0
A10,A159,0.05,0.0,0.0
A7,A108,0.32,0.12,0.0
A6,A36,0.18,0.14,0.0
A6,A41,0.05,0.0,0.0
A4,,0.0,0.18,0.0
A3,A27,0.15,0.14,0.0
A5,A33,0.59,1.23,0.0
A0,,0.1,0.0,0.0
A11,A41,0.09,0.02,0.0
A2,A13,0.01,0.71,0.01
A8,A36,0.0,0.03,0.0
A8,A24,0.01,0.06,0.0
A4,A25,0.6,0.3,0.0
A6,A46,0.08,0.0,0.0
A7,A24,0.2,0.07,0.0
A10,A15,0.04,1.1,0.32
A11,A3,0.64,0.34,0.0
A6,,0.02,0.01,0.0
A10,A27,1.41,0.05,0.0
A10,A27,0.4,0.1,0.0
A6,A15,0.0,0.0,0.04
A6,A73,0.33,0.07,0.0
A2,A53,0.09,0.0,0.0
A10,A51,1.43,0.33,0.04
A9,A207,0.04,0.0,0.0
A6,A208,0.03,0.0,0.0
A4,A33,0.28,0.19,0.0
A11,A27,0.08,0.04,0.0
A9,A164,0.0,0.07,0.0
A4,A3,0.19,0.13,0.0
A9,A37,0.0,0.24,0.0
A5,A34,0.0,0.0,0.33
A6,A56,0.0,0.0,0.06
A6,A56,0.0,0.0,0.01
A1,A86,0.2,0.14,4.1
A4,A3,0.13,0.03,0.0
A6,A6,0.0,0.0,0.05
A1,A209,0.03,0.04,0.01
A4,A210,0.02,0.01,0.0
A6,A56,0.0,0.0,0.33
A10,A51,0.13,0.01,0.0
A11,A58,0.05,0.0,0.0
A6,A25,0.11,0.0,0.0
A5,A154,0.0,0.01,0.0
A4,A4,0.42,0.0,0.0
A10,A15,0.0,0.0,0.14
A8,A15,0.11,0.02,0.02
A10,,0.13,0.1,0.0
A4,A25,0.12,0.01,0.0
A2,A14,0.05,0.05,0.0
A5,A211,0.0,0.0,0.36
A7,A33,0.16,0.18,0.0
A11,A20,0.0,0.02,0.0
A11,A6,0.38,0.24,0.08
A2,A212,0.06,0.04,0.0
A0,A20,0.07,0.0,0.0
A1,A77,2.55,2.71,0.25
A5,A26,0.14,0.06,0.0
A6,,0.05,0.05,0.25
A6,A14,0.0,0.0,0.23
A9,A90,0.34,0.03,0.0
A10,A59,0.04,0.03,0.12
A11,A25,0.17,0.05,0.0
A2,A213,0.02,0.01,0.0
A4,A3,0.84,0.2,0.01
A5,A33,0.14,0.05,0.0
A6,A58,0.06,0.05,0.0
A3,A129,0.02,0.0,0.0
A6,A25,0.12,0.1,0.0
A11,A27,0.07,0.07,0.0
A6,A25,0.96,0.37,0.0
,A14,0.97,0.34,0.35
A5,A214,0.0,0.02,0.0
A10,A25,0.48,0.03,0.0
A1,A58,0.21,0.31,0.28
A1,A14,0.09,0.0,0.0
A2,A215,0.03,0.0,0.0
A7,A14,0.0,0.0,0.56
A5,A3,0.22,0.47,0.0
A0,A206,0.03,0.01,0.0
A7,A14,0.15,0.04,0.1
A2,A10,0.01,0.0,0.0
A9,A143,0.08,0.05,0.0
A11,A91,0.04,0.03,0.0
A2,A16,6.85,5.09,1.87
A6,A61,0.0,0.0,0.01
A10,A15,0.0,0.0,0.03
A1,A14,0.0,0.09,0.0
A9,A84,0.03,0.03,0.0
A5,A3,0.05,0.01,0.0
A11,A60,0.53,0.42,0.0
A0,A32,0.09,0.03,0.0
A1,A25,1.0,0.72,0.0
A5,A59,0.03,0.0,0.0
A11,A216,0.08,0.03,0.0
A11,A49,0.02,0.01,0.0
A10,A27,0.07,0.06,0.0
A7,A25,0.27,0.18,0.0
A1,A56,0.0,0.0,0.06
A6,A27,1.21,0.64,0.05
A6,A3,0.24,0.09,0.01
A2,A16,0.12,0.1,0.0
A10,A34,0.09,0.07,0.0
A4,A16,0.0,1.04,0.0
A1,A144,0.0,0.0,0.54
A3,A15,0.0,0.0,0.23
A5,A96,0.01,0.0,0.0
A6,A41,0.06,0.05,0.0
A4,A10,0.13,0.03,0.0
A10,A27,0.78,2.02,0.0
A10,A34,0.0,0.0,0.11
A1,A16,0.24,0.16,0.39
A8,A27,0.05,0.04,0.0
A6,A94,0.11,0.04,0.0
A3,A34,0.07,0.01,0.0
A8,A34,0.0,0.02,0.0
A6,A25,0.0,0.03,0.0
A1,A13,0.0,0.01,0.0
A11,A217,0.22,0.17,0.0
A11,A27,0.0,0.0,0.05
A6,A27,0.0,0.05,0.0
A4,A43,0.0,0.0,0.09
A8,A53,0.0,0.03,0.0
A10,A10,0.07,0.02,0.0
A4,A32,0.05,0.02,0.0
A6,A56,0.1,0.03,0.14
A0,A25,0.4,0.13,0.0
A6,A25,1.56,0.88,0.0
A11,A34,0.2,0.31,0.0
A10,A33,0.87,0.12,0.0
A1,A218,0.0,0.0,0.29
A6,A111,0.0,0.0,0.05
A1,A16,2.91,2.07,2.73
A0,A135,0.2,0.07,0.0
A7,A15,0.13,0.02,0.01
A2,A51,1.68,0.46,0.01
A11,A3,0.2,0.14,0.0
A1,A58,0.34,0.42,0.54
A2,A51,0.61,0.1,0.0
A4,A25,0.51,0.22,0.0
A8,A219,0.02,0.01,0.0
A5,A172,0.0,0.03,0.0
A6,A94,0.0,0.03,0.0
A4,A109,0.15,0.05,0.0
A5,A34,0.0,0.0,0.11
A10,A120,0.02,0.0,0.0
A11,A25,0.95,0.43,0.0
A8,A14,0.0,0.0,0.36
A1,A141,0.28,0.0,0.27
A10,A24,0.13,0.05,0.0
A10,A25,0.37,0.14,0.0
A7,A10,0.04,0.03,0.0
A11,A15,0.37,0.25,0.0
A4,A3,0.07,0.0,0.0
A1,A58,0.1,0.0,0.19
A6,A159,0.1,0.0,0.0
,A156,0.0,0.0,0.02
A5,A64,0.36,0.24,0.0
A6,A25,0.18,0.0,0.0
A6,A14,0.0,0.0,0.05
A7,A6,0.08,0.02,0.0
A0,A10,0.01,0.0,0.0
A5,A28,0.0,0.0,0.04
A4,A220,0.07,0.02,0.07
A7,A126,0.0,0.0,0.09
A3,A27,0.0,0.02,0.0
A11,A16,0.08,0.06,0.21
A11,A32,0.63,0.37,0.02
A3,A3,0.25,0.0,0.0
A7,A220,0.19,0.08,0.03
A4,A151,0.0,0.0,0.67
A11,A6,0.06,0.02,0.0
A9,A7,0.29,0.17,0.75
A7,A15,0.03,0.01,0.0
A5,A34,0.0,0.0,0.08
A10,A64,0.08,0.05,0.0
A6,A34,0.0,0.0,0.11
A10,A34,0.0,0.0,0.06
A11,A27,0.28,0.07,0.0
A5,A14,0.05,0.02,0.0
A4,A209,0.05,0.0,0.0
A4,A14,0.04,0.03,0.0
A1,A3,0.0,0.03,0.0
A6,A6,0.03,0.01,0.0
A10,A160,0.04,0.03,0.0
A10,A97,0.03,0.0,0.0
A8,A24,0.13,0.1,0.0
A10,A14,0.01,0.01,0.01
A1,A34,0.0,0.0,0.09
A6,A37,0.63,0.17,0.0
A10,A25,0.09,0.0,0.0
A6,A143,0.08,0.02,0.0
A5,A34,0.0,0.0,0.11
A6,A37,0.08,0.03,0.0
A1,A53,0.02,0.06,0.0
A4,A199,0.01,0.0,0.0
A4,A15,0.19,0.15,0.0
A2,A34,0.0,0.0,0.07
A0,A25,0.1,0.12,0.0
A2,A132,0.08,0.06,0.0
A6,A221,0.1,0.07,0.0
A9,A15,0.14,0.0,0.0
A7,A14,1.55,1.27,0.33
A8,A222,0.0,0.0,0.01
A11,A27,0.04,0.03,0.0
A8,A56,0.0,0.0,0.03
A11,A20,0.04,0.0,0.0
A6,A14,0.0,0.0,0.06
A4,A223,1.67,0.61,0.03
A6,A7,0.63,0.16,0.0
A6,A80,0.47,0.32,0.0
A6,A15,0.15,0.0,0.03
A6,A14,0.0,0.0,0.06
A10,A27,0.35,0.08,0.0
A11,A15,0.14,0.04,0.0
A11,A34,0.0,0.0,0.05
A7,A45,0.03,0.03,0.0
A10,A27,0.12,0.01,0.0
A2,A27,0.0,0.07,0.0
A1,A164,0.04,0.02,0.0
A6,A27,0.25,0.02,0.0
A8,A56,0.0,0.0,0.53
A8,A6,0.06,0.02,0.0
A6,A3,0.0,0.02,0.0
A2,A10,0.17,0.14,0.0
A11,A25,0.49,0.16,0.0
A5,A3,0.11,0.04,0.0
A0,A34,0.05,0.02,0.0
A9,A7,0.3,1.47,0.68
A1,A58,0.0,0.0,0.47
